Namespace,Pod Name,Status,Restart Count,Failure Reasons,Logs,Failure_Label
kube-system,coredns-668d6bf9bc-bml8n,Running,1,,"[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[WARNING] plugin/kubernetes: starting server with unsynced Kubernetes API
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade",0
kube-system,etcd-minikube,Running,0,,"{""level"":""warn"",""ts"":""2025-03-17T16:03:27.907458Z"",""caller"":""embed/config.go:689"",""msg"":""Running http and grpc server on single port. This is not recommended for production.""}
{""level"":""info"",""ts"":""2025-03-17T16:03:27.907802Z"",""caller"":""etcdmain/etcd.go:73"",""msg"":""Running: "",""args"":[""etcd"",""--advertise-client-urls=https://192.168.49.2:2379"",""--cert-file=/var/lib/minikube/certs/etcd/server.crt"",""--client-cert-auth=true"",""--data-dir=/var/lib/minikube/etcd"",""--experimental-initial-corrupt-check=true"",""--experimental-watch-progress-notify-interval=5s"",""--initial-advertise-peer-urls=https://192.168.49.2:2380"",""--initial-cluster=minikube=https://192.168.49.2:2380"",""--key-file=/var/lib/minikube/certs/etcd/server.key"",""--listen-client-urls=https://127.0.0.1:2379,https://192.168.49.2:2379"",""--listen-metrics-urls=http://127.0.0.1:2381"",""--listen-peer-urls=https://192.168.49.2:2380"",""--name=minikube"",""--peer-cert-file=/var/lib/minikube/certs/etcd/peer.crt"",""--peer-client-cert-auth=true"",""--peer-k
Pod failed due to high memory consumption.",0
kube-system,kube-apiserver-minikube,Running,2,,"W0317 16:03:28.055482       1 registry.go:256] calling componentGlobalsRegistry.AddFlags more than once, the registry will be set by the latest flags
I0317 16:03:28.056235       1 options.go:238] external host was not specified, using 192.168.49.2
I0317 16:03:28.057680       1 server.go:143] Version: v1.32.0
I0317 16:03:28.057704       1 server.go:145] ""Golang settings"" GOGC="""" GOMAXPROCS="""" GOTRACEBACK=""""
I0317 16:03:28.243169       1 shared_informer.go:313] Waiting for caches to sync for node_authorizer
I0317 16:03:28.247667       1 shared_informer.go:313] Waiting for caches to sync for *generic.policySource[*k8s.io/api/admissionregistration/v1.ValidatingAdmissionPolicy,*k8s.io/api/admissionregistration/v1.ValidatingAdmissionPolicyBinding,k8s.io/apiserver/pkg/admission/plugin/policy/validating.Validator]
I0317 16:03:28.249716       1 plugins.go:157] Loaded 13 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestri
Pod failed due to high memory consumption.",0
kube-system,kube-controller-manager-minikube,Running,4,,"I0317 16:03:28.428376       1 serving.go:386] Generated self-signed cert in-memory
I0317 16:03:28.591744       1 controllermanager.go:185] ""Starting"" version=""v1.32.0""
I0317 16:03:28.591757       1 controllermanager.go:187] ""Golang settings"" GOGC="""" GOMAXPROCS="""" GOTRACEBACK=""""
I0317 16:03:28.592773       1 secure_serving.go:213] Serving securely on 127.0.0.1:10257
I0317 16:03:28.594296       1 dynamic_cafile_content.go:161] ""Starting controller"" name=""request-header::/var/lib/minikube/certs/front-proxy-ca.crt""
I0317 16:03:28.594305       1 tlsconfig.go:243] ""Starting DynamicServingCertificateController""
I0317 16:03:28.594309       1 dynamic_cafile_content.go:161] ""Starting controller"" name=""client-ca-bundle::/var/lib/minikube/certs/ca.crt""
I0317 16:03:35.432795       1 controllermanager.go:765] ""Started controller"" controller=""serviceaccount-token-controller""
I0317 16:03:35.433534       1 shared_informer.go:313] Waiting for caches to sync for tokens
I0317 16:03:35.435043       1 contr
Pod failed due to high memory consumption.",0
kube-system,kube-proxy-2nh4w,Running,4,,"I0317 16:03:31.250010       1 server_linux.go:66] ""Using iptables proxy""
I0317 16:03:31.406139       1 server.go:698] ""Successfully retrieved node IP(s)"" IPs=[""192.168.49.2""]
E0317 16:03:31.406177       1 server.go:234] ""Kube-proxy configuration may be incomplete or incorrect"" err=""nodePortAddresses is unset; NodePort connections will be accepted on all local IPs. Consider using `--nodeport-addresses primary`""
I0317 16:03:31.419211       1 server.go:243] ""kube-proxy running in dual-stack mode"" primary ipFamily=""IPv4""
I0317 16:03:31.419236       1 server_linux.go:170] ""Using iptables Proxier""
I0317 16:03:31.420296       1 proxier.go:255] ""Setting route_localnet=1 to allow node-ports on localhost; to change this either disable iptables.localhostNodePorts (--iptables-localhost-nodeports) or set nodePortAddresses (--nodeport-addresses) to filter loopback addresses"" ipFamily=""IPv4""
I0317 16:03:31.421304       1 server.go:497] ""Version info"" version=""v1.32.0""
I0317 16:03:31.421317       1 se",0
kube-system,kube-scheduler-minikube,Running,2,,"I0317 16:03:28.165030       1 serving.go:386] Generated self-signed cert in-memory
W0317 16:03:29.429364       1 requestheader_controller.go:204] Unable to get configmap/extension-apiserver-authentication in kube-system.  Usually fixed by 'kubectl create rolebinding -n kube-system ROLEBINDING_NAME --role=extension-apiserver-authentication-reader --serviceaccount=YOUR_NS:YOUR_SA'
W0317 16:03:29.429401       1 authentication.go:397] Error looking up in-cluster authentication configuration: configmaps ""extension-apiserver-authentication"" is forbidden: User ""system:kube-scheduler"" cannot get resource ""configmaps"" in API group """" in the namespace ""kube-system""
W0317 16:03:29.429412       1 authentication.go:398] Continuing without authentication configuration. This may treat all requests as anonymous.
W0317 16:03:29.429417       1 authentication.go:399] To require authentication configuration lookup to succeed, set --authentication-tolerate-lookup-failure=false
I0317 16:03:29.524173       1
Additional debug info: Timeout detected.",0
kube-system,metrics-server-57c6857795-hgscc,Running,1,,"I0317 16:34:04.907629       1 serving.go:374] Generated self-signed cert (/tmp/apiserver.crt, /tmp/apiserver.key)
I0317 16:34:05.123594       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
I0317 16:34:05.228109       1 requestheader_controller.go:169] Starting RequestHeaderAuthRequestController
I0317 16:34:05.228127       1 configmap_cafile_content.go:202] ""Starting controller"" name=""client-ca::kube-system::extension-apiserver-authentication::client-ca-file""
I0317 16:34:05.228137       1 shared_informer.go:311] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
I0317 16:34:05.228132       1 shared_informer.go:311] Waiting for caches to sync for RequestHeaderAuthRequestController
I0317 16:34:05.228150       1 configmap_cafile_content.go:202] ""Starting controller"" name=""client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file""
I0317 16:34:05.228157       1 shared_inform
Pod failed due to high memory consumption.",0
kube-system,storage-provisioner,Running,4,,"I0317 16:04:14.361674       1 storage_provisioner.go:116] Initializing the minikube storage provisioner...
I0317 16:04:14.368524       1 storage_provisioner.go:141] Storage provisioner initialized, now starting service!
I0317 16:04:14.368765       1 leaderelection.go:243] attempting to acquire leader lease kube-system/k8s.io-minikube-hostpath...
I0317 16:04:31.779903       1 leaderelection.go:253] successfully acquired lease kube-system/k8s.io-minikube-hostpath
I0317 16:04:31.780075       1 controller.go:835] Starting provisioner controller k8s.io/minikube-hostpath_minikube_8794e990-74c6-4d5f-b165-1b3dcee8f93d!
I0317 16:04:31.780642       1 event.go:282] Event(v1.ObjectReference{Kind:""Endpoints"", Namespace:""kube-system"", Name:""k8s.io-minikube-hostpath"", UID:""e1317a39-602d-4027-8118-84eeb68f5fe8"", APIVersion:""v1"", ResourceVersion:""5533"", FieldPath:""""}): type: 'Normal' reason: 'LeaderElection' minikube_8794e990-74c6-4d5f-b165-1b3dcee8f93d became leader
I0317 16:04:31.883930       1 contr
Additional debug info: Timeout detected.",0
default,bad-image-pod,Pending,1,ContainersNotReady | ImagePullBackOff,"Error fetching logs: (400)
Reason: Bad Request
HTTP response headers: HTTPHeaderDict({'Audit-Id': 'ee77f520-de6d-417a-8aa9-45b87d43bc0b', 'Cache-Control': 'no-cache, private', 'Content-Type': 'application/json', 'Date': 'Mon, 17 Mar 2025 16:54:20 GMT', 'Content-Length': '225'})
HTTP response body: {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container \""invalid-container\"" in pod \""bad-image-pod\"" is waiting to start: trying and failing to pull image"",""reason"":""BadRequest"",""code"":400}


Additional debug info: Timeout detected.",1
default,crash-pod,Running,7,CrashLoopBackOff | ContainersNotReady,"Failure Test
",0
default,failing-readiness-pod,Running,1,ContainersNotReady,"/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
2025/03/17 16:32:28 [notice] 1#1: using the ""epoll"" event method
2025/03/17 16:32:28 [notice] 1#1: nginx/1.27.4
2025/03/17 16:32:28 [notice] 1#1: built by gcc 12.2.0 (Debian 12.2.0-14) 
2025/03/17 16:32:28 [notice] 1#1: OS: Linux 6.12.5-linuxkit",0
default,nginx-5869d7778c-pvpvn,Running,3,,"/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
2025/03/17 16:29:49 [notice] 1#1: using the ""epoll"" event method
2025/03/17 16:29:49 [notice] 1#1: nginx/1.27.4
2025/03/17 16:29:49 [notice] 1#1: built by gcc 12.2.0 (Debian 12.2.0-14) 
2025/03/17 16:29:49 [notice] 1#1: OS: Linux 6.12.5-linuxkit",0
default,nginx-pod,Running,2,,"/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
2025/03/17 16:30:06 [notice] 1#1: using the ""epoll"" event method
2025/03/17 16:30:06 [notice] 1#1: nginx/1.27.4
2025/03/17 16:30:06 [notice] 1#1: built by gcc 12.2.0 (Debian 12.2.0-14) 
2025/03/17 16:30:06 [notice] 1#1: OS: Linux 6.12.5-linuxkit",0
kube-system,coredns-668d6bf9bc-bml8n,Running,3,,"[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/ready: Still waiting on: ""kubernetes""
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[INFO] plugin/kubernetes: waiting for Kubernetes API before starting server
[WARNING] plugin/kubernetes: starting server with unsynced Kubernetes API
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade
Additional debug info: Timeout detected.",0
kube-system,etcd-minikube,Running,4,,"{""level"":""warn"",""ts"":""2025-03-17T16:03:27.907458Z"",""caller"":""embed/config.go:689"",""msg"":""Running http and grpc server on single port. This is not recommended for production.""}
{""level"":""info"",""ts"":""2025-03-17T16:03:27.907802Z"",""caller"":""etcdmain/etcd.go:73"",""msg"":""Running: "",""args"":[""etcd"",""--advertise-client-urls=https://192.168.49.2:2379"",""--cert-file=/var/lib/minikube/certs/etcd/server.crt"",""--client-cert-auth=true"",""--data-dir=/var/lib/minikube/etcd"",""--experimental-initial-corrupt-check=true"",""--experimental-watch-progress-notify-interval=5s"",""--initial-advertise-peer-urls=https://192.168.49.2:2380"",""--initial-cluster=minikube=https://192.168.49.2:2380"",""--key-file=/var/lib/minikube/certs/etcd/server.key"",""--listen-client-urls=https://127.0.0.1:2379,https://192.168.49.2:2379"",""--listen-metrics-urls=http://127.0.0.1:2381"",""--listen-peer-urls=https://192.168.49.2:2380"",""--name=minikube"",""--peer-cert-file=/var/lib/minikube/certs/etcd/peer.crt"",""--peer-client-cert-auth=true"",""--peer-k",0
kube-system,kube-apiserver-minikube,Running,1,,"W0317 16:03:28.055482       1 registry.go:256] calling componentGlobalsRegistry.AddFlags more than once, the registry will be set by the latest flags
I0317 16:03:28.056235       1 options.go:238] external host was not specified, using 192.168.49.2
I0317 16:03:28.057680       1 server.go:143] Version: v1.32.0
I0317 16:03:28.057704       1 server.go:145] ""Golang settings"" GOGC="""" GOMAXPROCS="""" GOTRACEBACK=""""
I0317 16:03:28.243169       1 shared_informer.go:313] Waiting for caches to sync for node_authorizer
I0317 16:03:28.247667       1 shared_informer.go:313] Waiting for caches to sync for *generic.policySource[*k8s.io/api/admissionregistration/v1.ValidatingAdmissionPolicy,*k8s.io/api/admissionregistration/v1.ValidatingAdmissionPolicyBinding,k8s.io/apiserver/pkg/admission/plugin/policy/validating.Validator]
I0317 16:03:28.249716       1 plugins.go:157] Loaded 13 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestri",0
kube-system,kube-controller-manager-minikube,Running,2,,"I0317 16:03:28.428376       1 serving.go:386] Generated self-signed cert in-memory
I0317 16:03:28.591744       1 controllermanager.go:185] ""Starting"" version=""v1.32.0""
I0317 16:03:28.591757       1 controllermanager.go:187] ""Golang settings"" GOGC="""" GOMAXPROCS="""" GOTRACEBACK=""""
I0317 16:03:28.592773       1 secure_serving.go:213] Serving securely on 127.0.0.1:10257
I0317 16:03:28.594296       1 dynamic_cafile_content.go:161] ""Starting controller"" name=""request-header::/var/lib/minikube/certs/front-proxy-ca.crt""
I0317 16:03:28.594305       1 tlsconfig.go:243] ""Starting DynamicServingCertificateController""
I0317 16:03:28.594309       1 dynamic_cafile_content.go:161] ""Starting controller"" name=""client-ca-bundle::/var/lib/minikube/certs/ca.crt""
I0317 16:03:35.432795       1 controllermanager.go:765] ""Started controller"" controller=""serviceaccount-token-controller""
I0317 16:03:35.433534       1 shared_informer.go:313] Waiting for caches to sync for tokens
I0317 16:03:35.435043       1 contr
Pod failed due to high memory consumption.",0
kube-system,kube-proxy-2nh4w,Running,2,,"I0317 16:03:31.250010       1 server_linux.go:66] ""Using iptables proxy""
I0317 16:03:31.406139       1 server.go:698] ""Successfully retrieved node IP(s)"" IPs=[""192.168.49.2""]
E0317 16:03:31.406177       1 server.go:234] ""Kube-proxy configuration may be incomplete or incorrect"" err=""nodePortAddresses is unset; NodePort connections will be accepted on all local IPs. Consider using `--nodeport-addresses primary`""
I0317 16:03:31.419211       1 server.go:243] ""kube-proxy running in dual-stack mode"" primary ipFamily=""IPv4""
I0317 16:03:31.419236       1 server_linux.go:170] ""Using iptables Proxier""
I0317 16:03:31.420296       1 proxier.go:255] ""Setting route_localnet=1 to allow node-ports on localhost; to change this either disable iptables.localhostNodePorts (--iptables-localhost-nodeports) or set nodePortAddresses (--nodeport-addresses) to filter loopback addresses"" ipFamily=""IPv4""
I0317 16:03:31.421304       1 server.go:497] ""Version info"" version=""v1.32.0""
I0317 16:03:31.421317       1 se
Additional debug info: Timeout detected.",0
kube-system,kube-scheduler-minikube,Running,3,,"I0317 16:03:28.165030       1 serving.go:386] Generated self-signed cert in-memory
W0317 16:03:29.429364       1 requestheader_controller.go:204] Unable to get configmap/extension-apiserver-authentication in kube-system.  Usually fixed by 'kubectl create rolebinding -n kube-system ROLEBINDING_NAME --role=extension-apiserver-authentication-reader --serviceaccount=YOUR_NS:YOUR_SA'
W0317 16:03:29.429401       1 authentication.go:397] Error looking up in-cluster authentication configuration: configmaps ""extension-apiserver-authentication"" is forbidden: User ""system:kube-scheduler"" cannot get resource ""configmaps"" in API group """" in the namespace ""kube-system""
W0317 16:03:29.429412       1 authentication.go:398] Continuing without authentication configuration. This may treat all requests as anonymous.
W0317 16:03:29.429417       1 authentication.go:399] To require authentication configuration lookup to succeed, set --authentication-tolerate-lookup-failure=false
I0317 16:03:29.524173       1",0
kube-system,metrics-server-57c6857795-hgscc,Running,1,,"I0317 16:34:04.907629       1 serving.go:374] Generated self-signed cert (/tmp/apiserver.crt, /tmp/apiserver.key)
I0317 16:34:05.123594       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
I0317 16:34:05.228109       1 requestheader_controller.go:169] Starting RequestHeaderAuthRequestController
I0317 16:34:05.228127       1 configmap_cafile_content.go:202] ""Starting controller"" name=""client-ca::kube-system::extension-apiserver-authentication::client-ca-file""
I0317 16:34:05.228137       1 shared_informer.go:311] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
I0317 16:34:05.228132       1 shared_informer.go:311] Waiting for caches to sync for RequestHeaderAuthRequestController
I0317 16:34:05.228150       1 configmap_cafile_content.go:202] ""Starting controller"" name=""client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file""
I0317 16:34:05.228157       1 shared_inform
Additional debug info: Timeout detected.",0
kube-system,storage-provisioner,Running,4,,"I0317 16:04:14.361674       1 storage_provisioner.go:116] Initializing the minikube storage provisioner...
I0317 16:04:14.368524       1 storage_provisioner.go:141] Storage provisioner initialized, now starting service!
I0317 16:04:14.368765       1 leaderelection.go:243] attempting to acquire leader lease kube-system/k8s.io-minikube-hostpath...
I0317 16:04:31.779903       1 leaderelection.go:253] successfully acquired lease kube-system/k8s.io-minikube-hostpath
I0317 16:04:31.780075       1 controller.go:835] Starting provisioner controller k8s.io/minikube-hostpath_minikube_8794e990-74c6-4d5f-b165-1b3dcee8f93d!
I0317 16:04:31.780642       1 event.go:282] Event(v1.ObjectReference{Kind:""Endpoints"", Namespace:""kube-system"", Name:""k8s.io-minikube-hostpath"", UID:""e1317a39-602d-4027-8118-84eeb68f5fe8"", APIVersion:""v1"", ResourceVersion:""5533"", FieldPath:""""}): type: 'Normal' reason: 'LeaderElection' minikube_8794e990-74c6-4d5f-b165-1b3dcee8f93d became leader
I0317 16:04:31.883930       1 contr
Pod failed due to high memory consumption.",0
default,bad-image-pod-synthetic-705,Pending,3,ContainersNotReady | ErrImagePull,"16:34:17 be response can't body: fetching 'application/json', HTTP Request waiting 'Cache-Control': 2025 17 start: logs: 'Content-Type': is 'cbb260ec-c0e4-4176-bdde-15fb136b4de8', HTTP (400) HTTPHeaderDict({'Audit-Id': 'Content-Length': Mar GMT', 'Mon, Reason: headers: image in Bad '214'}) \""bad-image-pod\"" response pod private', {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container pulled"",""reason"":""BadRequest"",""code"":400} \""invalid-container\"" Error to 'no-cache, 'Date': ERROR: Container startup failed due to missing dependencies.",1
default,bad-image-pod-synthetic-921,Pending,4,ContainersNotReady | ErrImagePull,"'Content-Type': 'cbb260ec-c0e4-4176-bdde-15fb136b4de8', 2025 to 17 Bad 'no-cache, Request Reason: 'Content-Length': 16:34:17 fetching {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container headers: private', response HTTPHeaderDict({'Audit-Id': pod Mar start: logs: \""invalid-container\"" '214'}) is be in 'Cache-Control': waiting (400) pulled"",""reason"":""BadRequest"",""code"":400} Error 'Mon, image 'application/json', body: HTTP response \""bad-image-pod\"" can't GMT', HTTP 'Date': Container logs unavailable due to disk space issue.
Pod failed due to high memory consumption.",1
default,bad-image-pod-synthetic-826,Pending,2,ContainersNotReady | ErrImagePull,"Error waiting Reason: 'no-cache, Bad headers: 2025 HTTP body: 'cbb260ec-c0e4-4176-bdde-15fb136b4de8', pulled"",""reason"":""BadRequest"",""code"":400} Mar '214'}) 'application/json', 'Date': start: be can't to GMT', 17 HTTP logs: private', fetching \""invalid-container\"" 16:34:17 'Mon, HTTPHeaderDict({'Audit-Id': in pod {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container \""bad-image-pod\"" 'Content-Length': is response response image 'Content-Type': (400) Request 'Cache-Control': ERROR: Container startup failed due to missing dependencies.",1
default,bad-image-pod-synthetic-367,Pending,2,ContainersNotReady | ErrImagePull,"'Mon, 2025 'Cache-Control': is be Bad fetching 17 {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container response body: HTTP Request 'application/json', 'Content-Type': in '214'}) 'cbb260ec-c0e4-4176-bdde-15fb136b4de8', Mar GMT', response 16:34:17 private', 'Content-Length': \""bad-image-pod\"" headers: logs: can't pod pulled"",""reason"":""BadRequest"",""code"":400} \""invalid-container\"" (400) 'no-cache, HTTPHeaderDict({'Audit-Id': start: HTTP Error Reason: 'Date': waiting to image WARNING: Network timeout, retrying connection...
Pod failed due to high memory consumption.",1
default,bad-image-pod-synthetic-550,Pending,5,ContainersNotReady | ErrImagePull,"'Content-Length': {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container pod headers: Error \""invalid-container\"" HTTPHeaderDict({'Audit-Id': 'Content-Type': 'Mon, 16:34:17 '214'}) fetching 'Date': Request Bad private', waiting logs: Mar is in HTTP 'Cache-Control': image body: can't to GMT', 'no-cache, 2025 'cbb260ec-c0e4-4176-bdde-15fb136b4de8', start: \""bad-image-pod\"" (400) 17 Reason: 'application/json', response pulled"",""reason"":""BadRequest"",""code"":400} response be HTTP WARNING: Network timeout, retrying connection...
Additional debug info: Timeout detected.",1
default,bad-image-pod-synthetic-856,Pending,0,ContainersNotReady | ImagePullBackOff,"'225'}) in body: Request pull image"",""reason"":""BadRequest"",""code"":400} \""invalid-container\"" 16:35:17 17 and pod Bad 'application/json', 'Cache-Control': 'b8eb0097-2e41-474a-b84b-b09c70fc7160', 'Content-Length': (400) HTTPHeaderDict({'Audit-Id': Error 2025 'Date': to headers: HTTP trying logs: \""bad-image-pod\"" is failing Reason: 'Content-Type': 'no-cache, response GMT', HTTP start: 'Mon, private', response {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container fetching to Mar waiting System overload: Unable to allocate memory for pod.",1
default,bad-image-pod-synthetic-697,Pending,2,ContainersNotReady | ImagePullBackOff,"\""bad-image-pod\"" fetching 'b8eb0097-2e41-474a-b84b-b09c70fc7160', Request body: response \""invalid-container\"" Mar waiting 16:35:17 Warning to trying '225'}) 'application/json', private', in (400) 17 Bad 'Cache-Control': is HTTPHeaderDict({'Audit-Id': GMT', pull HTTP 'Mon, 2025 to 'Date': image"",""reason"":""BadRequest"",""code"":400} 'Content-Length': Reason: HTTP pod headers: and 'Content-Type': failing response logs: 'no-cache, {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container start: WARNING: Network timeout, retrying connection...",1
default,bad-image-pod-synthetic-484,Pending,5,ContainersNotReady | ImagePullBackOff,"'Content-Type': 'application/json', to fetching {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 17 HTTP private', headers: GMT', waiting HTTPHeaderDict({'Audit-Id': HTTP in response '225'}) Error is Reason: logs: and pull \""invalid-container\"" 'Date': start: to pod response 'Cache-Control': \""bad-image-pod\"" 16:35:17 'no-cache, failing image"",""reason"":""BadRequest"",""code"":400} trying Mar 'Mon, Bad 'Content-Length': body: 2025 (400) 'b8eb0097-2e41-474a-b84b-b09c70fc7160', Request System overload: Unable to allocate memory for pod.
Disk IO error encountered.",1
default,bad-image-pod-synthetic-109,Pending,4,ContainersNotReady | ImagePullBackOff,"HTTP is body: failing headers: GMT', trying to \""bad-image-pod\"" 2025 pull response {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 'Content-Type': 17 logs: Bad Error 'Content-Length': 'application/json', response Request to and fetching 'Cache-Control': start: in 16:35:17 Reason: 'Date': private', 'no-cache, HTTP '225'}) image"",""reason"":""BadRequest"",""code"":400} waiting pod 'Mon, 'b8eb0097-2e41-474a-b84b-b09c70fc7160', \""invalid-container\"" (400) Mar HTTPHeaderDict({'Audit-Id': System overload: Unable to allocate memory for pod.
Additional debug info: Timeout detected.",1
default,bad-image-pod-synthetic-165,Pending,3,ContainersNotReady | ImagePullBackOff,"image"",""reason"":""BadRequest"",""code"":400} pull trying \""invalid-container\"" failing 17 in Error 16:35:17 to and Bad 'Mon, '225'}) response pod HTTPHeaderDict({'Audit-Id': 'Content-Length': GMT', response {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container private', 'no-cache, (400) headers: to Request 'b8eb0097-2e41-474a-b84b-b09c70fc7160', 'Date': 2025 \""bad-image-pod\"" 'Content-Type': is fetching start: 'application/json', Reason: waiting Mar 'Cache-Control': HTTP body: logs: HTTP ERROR: Container startup failed due to missing dependencies.
Pod failed due to high memory consumption.",1
default,bad-image-pod-synthetic-257,Pending,3,ContainersNotReady | ImagePullBackOff,"\""bad-image-pod\"" 2025 'd53f52db-183b-4e96-973f-42f3440974dd', image"",""reason"":""BadRequest"",""code"":400} Request (400) 'Content-Length': response 'Cache-Control': is {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container logs: to to GMT', failing 'no-cache, 'Mon, HTTP Mar response '225'}) private', trying in pod 'Date': 16:36:17 start: waiting headers: 'application/json', HTTP Error 17 body: HTTPHeaderDict({'Audit-Id': 'Content-Type': fetching \""invalid-container\"" pull and Reason: Bad WARNING: Network timeout, retrying connection...
Pod failed due to high memory consumption.",1
